RowID,OrderID,OrderDate,ShipDate,CustomerID,ProductID,PostalCodeID,ShipModeID,Sales,Quantity,Discount,Profit
2825,US-2014-112914,25/09/2014,30/09/2014,MT-18070,OFF-PA-10003270-3-1,424,4,33.792,8,0.2,10.56
2826,US-2014-112914,25/09/2014,30/09/2014,MT-18070,FUR-BO-10003272-3-1,424,4,300.5328,2,0.32,-97.2312
2827,US-2014-112914,25/09/2014,30/09/2014,MT-18070,OFF-BI-10002982-3-1,424,4,2.724,2,0.8,-4.3584
2828,US-2014-112914,25/09/2014,30/09/2014,MT-18070,OFF-EN-10001509-3-1,424,4,3.264,2,0.2,1.1016
2829,CA-2016-124149,23/04/2016,26/04/2016,MJ-17740,OFF-PA-10002421-1-1,222,1,108.336,6,0.2,37.9176
2830,CA-2016-124149,23/04/2016,26/04/2016,MJ-17740,OFF-ST-10000760-1-1,222,1,55.92,5,0.2,6.291
2831,CA-2016-124149,23/04/2016,26/04/2016,MJ-17740,OFF-PA-10002923-1-1,222,1,78.304,2,0.2,29.364
2832,CA-2014-148915,01/11/2014,05/11/2014,ND-18370,OFF-ST-10001128-1-1,606,4,443.92,5,0.2,-94.333
2833,CA-2014-148915,01/11/2014,05/11/2014,ND-18370,TEC-PH-10000673-1-1,606,4,155.976,3,0.2,54.5916
2834,CA-2017-134649,26/01/2017,31/01/2017,CA-11965,OFF-AR-10001547-2-1,184,3,15.47,7,0,4.1769
2835,CA-2017-134649,26/01/2017,31/01/2017,CA-11965,OFF-BI-10001890-2-1,184,3,7.16,2,0,3.4368
2836,CA-2017-110842,11/11/2017,16/11/2017,GA-14725,OFF-AP-10003971-1-1,518,4,10.89,1,0,2.8314
2837,CA-2017-110842,11/11/2017,16/11/2017,GA-14725,OFF-PA-10000520-1-1,518,4,19.44,3,0,9.3312
2838,CA-2017-110842,11/11/2017,16/11/2017,GA-14725,OFF-BI-10000977-1-1,518,4,121.6,5,0.2,39.52
2839,CA-2016-147368,09/06/2016,12/06/2016,TC-21295,TEC-MA-10002178-1-1,151,1,695.7,2,0.5,-27.828
2840,US-2015-104185,03/09/2015,08/09/2015,JB-15400,OFF-ST-10001526-2-1,53,3,120.33,1,0,31.2858
2841,US-2014-125521,14/03/2014,19/03/2014,CK-12325,FUR-CH-10003379-3-1,103,4,1139.92,4,0,284.98
2842,US-2017-135062,31/08/2017,04/09/2017,RL-19615,OFF-PA-10000100-1-1,124,3,229.544,7,0.2,83.2097
2843,CA-2017-135650,23/03/2017,27/03/2017,AC-10660,OFF-ST-10001809-1-1,428,4,143.728,2,0.2,-32.3388
2844,CA-2017-112865,18/05/2017,22/05/2017,BH-11710,TEC-AC-10000387-1-1,82,4,36.048,3,0.2,-0.9012
2845,US-2016-162852,27/12/2016,31/12/2016,BG-11695,FUR-CH-10004853-2-1,333,4,845.488,8,0.3,-12.0784
2846,CA-2017-138163,17/11/2017,20/11/2017,XP-21865,OFF-AR-10001958-1-1,11,1,50.94,3,0,14.2632
2847,CA-2017-152093,10/09/2017,15/09/2017,SN-20560,OFF-BI-10003527-3-1,349,4,762.594,3,0.8,-1143.891
2848,CA-2017-157854,08/04/2017,15/04/2017,DM-13345,FUR-FU-10003832-2-1,136,4,56.28,6,0,15.7584
2849,CA-2017-157854,08/04/2017,15/04/2017,DM-13345,OFF-BI-10001359-2-1,136,4,2690.97,3,0,1264.7559
2850,CA-2016-123617,28/11/2016,03/12/2016,AJ-10780,OFF-BI-10002976-2-1,148,4,7.434,6,0.7,-5.6994
2851,US-2016-128293,02/06/2016,05/06/2016,KC-16255,OFF-ST-10000736-2-1,80,1,64.784,1,0.2,-12.9568
2852,CA-2017-107342,17/12/2017,22/12/2017,VF-21715,OFF-PA-10001745-3-1,253,4,28.16,4,0,13.2352
2853,CA-2016-136371,19/03/2016,21/03/2016,SV-20935,FUR-FU-10000409-1-1,63,3,14.98,1,0,6.8908
2854,CA-2016-136371,19/03/2016,21/03/2016,SV-20935,FUR-FU-10000221-1-1,63,3,20.32,4,0,6.9088
2855,CA-2017-137344,20/08/2017,20/08/2017,EM-13810,OFF-ST-10000344-2-1,8,2,40.29,3,0,10.4754
2856,CA-2017-169810,25/07/2017,31/07/2017,RB-19360,OFF-LA-10003663-1-1,315,4,20.23,7,0,9.5081
2857,CA-2016-128594,26/08/2016,29/08/2016,DJ-13510,FUR-CH-10001215-2-1,541,1,1603.136,4,0.2,100.196
2858,CA-2016-154690,15/08/2016,17/08/2016,CC-12370,FUR-CH-10000988-1-1,124,3,225.296,2,0.2,22.5296
2859,CA-2017-138975,19/05/2017,23/05/2017,SC-20380,TEC-AC-10003441-1-1,139,4,67.8,4,0,4.068
2860,CA-2017-138975,19/05/2017,23/05/2017,SC-20380,TEC-PH-10004389-1-1,139,4,377.97,3,0,98.2722
2861,CA-2017-138975,19/05/2017,23/05/2017,SC-20380,FUR-BO-10004695-1-1,139,4,1628.82,9,0,374.6286
2862,CA-2017-138975,19/05/2017,23/05/2017,SC-20380,OFF-PA-10000100-1-1,139,4,286.93,7,0,140.5957
2863,CA-2017-106537,12/08/2017,17/08/2017,RH-19495,OFF-PA-10000223-1-1,156,4,20.736,4,0.2,7.2576
2864,US-2017-103828,13/08/2017,13/08/2017,JK-15370,OFF-ST-10001325-1-1,579,2,31.44,3,0,8.4888
2865,US-2017-103828,13/08/2017,13/08/2017,JK-15370,OFF-AP-10004249-1-1,579,2,83.79,7,0,22.6233
2866,US-2017-103828,13/08/2017,13/08/2017,JK-15370,OFF-AR-10000588-1-1,579,2,59.52,3,0,15.4752
2867,US-2017-103828,13/08/2017,13/08/2017,JK-15370,OFF-SU-10000946-1-1,579,2,31.92,4,0,9.2568
2868,CA-2016-115588,10/11/2016,12/11/2016,AF-10885,OFF-SU-10001225-1-1,226,3,14.72,5,0.2,-3.312
2869,CA-2016-115588,10/11/2016,12/11/2016,AF-10885,OFF-ST-10001558-1-1,226,3,38.976,3,0.2,-2.436
2870,CA-2017-143861,12/06/2017,19/06/2017,LC-16885,FUR-FU-10001546-1-1,180,4,17.088,2,0.2,1.068
2871,CA-2014-148040,22/03/2014,26/03/2014,BF-11275,OFF-PA-10002581-2-1,501,4,74.352,3,0.2,23.235
2872,CA-2014-148040,22/03/2014,26/03/2014,BF-11275,FUR-CH-10001482-2-1,501,4,314.352,3,0.2,-35.3646
2873,CA-2017-135167,15/06/2017,20/06/2017,SC-20800,OFF-AR-10002399-1-1,518,4,4.26,1,0,1.7466
2874,CA-2017-137022,16/11/2017,22/11/2017,SW-20275,OFF-ST-10001963-1-1,543,4,811.28,8,0,24.3384
2875,US-2017-102638,29/12/2017,31/12/2017,MC-17845,OFF-FA-10002988-1-1,56,1,6.03,3,0,2.9547
2876,US-2016-167339,21/01/2016,23/01/2016,TD-20995,FUR-CH-10004289-1-1,541,3,153.568,2,0.2,-5.7588
2877,US-2016-167339,21/01/2016,23/01/2016,TD-20995,FUR-CH-10000785-1-1,541,3,1013.488,7,0.2,76.0116
2878,CA-2016-152072,15/01/2016,19/01/2016,Dp-13240,OFF-EN-10003040-3-1,42,4,52.34,2,0,24.5998
2879,CA-2016-152072,15/01/2016,19/01/2016,Dp-13240,OFF-AR-10001573-3-1,42,4,4.66,2,0,1.3514
2880,CA-2016-152072,15/01/2016,19/01/2016,Dp-13240,TEC-AC-10000844-3-1,42,4,254.97,3,0,91.7892
2881,CA-2016-102932,19/09/2016,23/09/2016,SD-20485,OFF-BI-10000756-3-1,39,3,25.44,6,0,12.72
2882,CA-2016-102932,19/09/2016,23/09/2016,SD-20485,OFF-SU-10000381-3-1,39,3,27.93,3,0,8.0997
2883,CA-2014-165540,21/02/2014,25/02/2014,TM-21010,OFF-BI-10004094-1-1,333,4,8.85,5,0.8,-13.7175
2884,CA-2016-130799,11/11/2016,16/11/2016,BK-11260,FUR-FU-10001852-1-1,578,3,6.96,4,0,2.2272
2885,CA-2016-164483,30/01/2016,03/02/2016,JF-15490,OFF-BI-10000014-1-1,579,4,17.456,2,0.2,5.8914
2886,US-2016-159856,18/10/2016,22/10/2016,EP-13915,FUR-CH-10003396-1-1,495,4,307.92,5,0.2,-34.641
2887,CA-2017-102099,18/12/2017,19/12/2017,EP-13915,OFF-AR-10003811-1-1,516,1,6.63,3,0,1.7901
2888,CA-2017-102099,18/12/2017,19/12/2017,EP-13915,OFF-PA-10003172-1-1,516,1,12.96,2,0,6.2208
2889,CA-2017-102099,18/12/2017,19/12/2017,EP-13915,OFF-PA-10000289-1-1,516,1,32.4,5,0,15.552
2890,CA-2017-164049,02/11/2017,06/11/2017,KH-16630,OFF-PA-10000791-2-1,621,4,23.85,5,0,10.7325
2891,CA-2014-142727,29/04/2014,01/05/2014,HG-14845,FUR-CH-10002304-1-1,379,3,51.96,2,0,12.99
2892,CA-2014-142727,29/04/2014,01/05/2014,HG-14845,OFF-BI-10000136-1-1,379,3,17.94,3,0,8.6112
2893,CA-2017-139913,23/10/2017,29/10/2017,JC-16105,OFF-PA-10003739-2-1,72,4,11.56,2,0,5.6644
2894,CA-2017-139913,23/10/2017,29/10/2017,JC-16105,OFF-PA-10002479-2-1,72,4,26.4,5,0,11.88
2895,CA-2017-139913,23/10/2017,29/10/2017,JC-16105,FUR-FU-10000771-2-1,72,4,69.08,11,0,29.0136
2896,CA-2017-139913,23/10/2017,29/10/2017,JC-16105,TEC-PH-10001552-2-1,72,4,35.88,3,0,10.0464
2897,CA-2014-169033,30/03/2014,03/04/2014,KM-16720,OFF-AR-10001915-1-1,62,4,49.65,5,0,20.853
2898,US-2016-164630,04/01/2016,09/01/2016,EB-13975,TEC-CO-10000971-2-1,123,4,959.968,4,0.2,119.996
2899,US-2015-114839,26/04/2015,30/04/2015,PW-19240,FUR-CH-10004086-1-1,423,4,408.422,2,0.3,-5.8346
2900,CA-2015-166464,12/09/2015,17/09/2015,PG-18895,TEC-CO-10000971-1-1,56,4,479.984,2,0.2,59.998
2901,CA-2015-166464,12/09/2015,17/09/2015,PG-18895,OFF-LA-10001317-1-1,56,4,12.6,4,0,6.048
2902,CA-2017-124898,11/09/2017,15/09/2017,DB-12910,OFF-PA-10003656-3-1,145,4,184.66,7,0,84.9436
2903,CA-2016-164035,12/06/2016,17/06/2016,CR-12730,OFF-PA-10002160-1-1,347,4,23.12,5,0.2,8.381
2904,CA-2016-153577,27/06/2016,01/07/2016,KH-16330,OFF-PA-10000575-2-1,327,4,37.464,7,0.2,12.1758
2905,CA-2016-153577,27/06/2016,01/07/2016,KH-16330,FUR-CH-10003981-2-1,327,4,539.658,3,0.3,-7.7094
2906,CA-2014-127586,26/09/2014,30/09/2014,CS-12400,OFF-ST-10002615-3-1,622,4,310.12,2,0,80.6312
2907,CA-2017-121615,03/11/2017,09/11/2017,DL-12925,OFF-PA-10000327-1-1,306,4,8.56,2,0,3.852
2908,CA-2017-121615,03/11/2017,09/11/2017,DL-12925,OFF-ST-10001325-1-1,306,4,52.4,5,0,14.148
2909,CA-2017-121615,03/11/2017,09/11/2017,DL-12925,OFF-LA-10001771-1-1,306,4,14.94,3,0,6.8724
2910,CA-2017-166415,19/02/2017,23/02/2017,ME-17725,OFF-FA-10004968-1-1,620,4,11.22,3,0,0.2244
2911,CA-2015-118444,05/11/2015,09/11/2015,VD-21670,OFF-AP-10000576-1-1,164,4,387.136,4,0.2,24.196
2912,CA-2014-113929,16/06/2014,21/06/2014,CK-12205,OFF-EN-10003286-1-1,61,4,41.4,5,0,19.458
2913,CA-2014-113929,16/06/2014,21/06/2014,CK-12205,OFF-AR-10003772-1-1,61,4,35,4,0,10.5
2914,CA-2014-113929,16/06/2014,21/06/2014,CK-12205,OFF-BI-10002852-1-1,61,4,39.552,3,0.2,14.3376
2915,CA-2015-134747,12/10/2015,17/10/2015,DL-12925,TEC-PH-10002890-1-1,243,3,135.72,3,0,35.2872
2916,CA-2015-134747,12/10/2015,17/10/2015,DL-12925,OFF-BI-10001308-1-1,243,3,12.56,2,0,5.652
2917,CA-2015-134747,12/10/2015,17/10/2015,DL-12925,TEC-PH-10001750-1-1,243,3,263.96,4,0,71.2692
2918,CA-2017-155047,27/08/2017,30/08/2017,SE-20110,OFF-AR-10003338-1-1,412,1,5.952,1,0.2,0.372
2919,CA-2016-160129,23/11/2016,23/11/2016,LS-17200,OFF-FA-10002763-2-1,82,2,15.8,5,0.2,2.37
2920,CA-2016-160129,23/11/2016,23/11/2016,LS-17200,FUR-FU-10002088-2-1,82,2,14.368,2,0.2,3.9512
2921,CA-2016-160129,23/11/2016,23/11/2016,LS-17200,FUR-FU-10003976-2-1,82,2,70.448,7,0.2,12.3284
2922,CA-2017-164329,30/01/2017,30/01/2017,MM-17920,OFF-ST-10001511-1-1,577,2,129.3,2,0,6.465
2923,US-2015-141453,30/11/2015,03/12/2015,DB-13270,OFF-BI-10000301-3-1,451,3,3.882,3,0.8,-5.823
2924,CA-2014-156993,28/06/2014,04/07/2014,RW-19630,OFF-FA-10003495-2-1,270,4,6.08,1,0,3.04
2925,CA-2014-157721,02/09/2014,05/09/2014,JM-16195,OFF-AP-10001303-1-1,69,1,19.9,1,0,8.955
2926,CA-2014-157721,02/09/2014,05/09/2014,JM-16195,FUR-FU-10002116-1-1,69,1,70.71,1,0,4.9497
2927,CA-2017-128629,10/07/2017,14/07/2017,BP-11155,FUR-FU-10000771-1-1,145,3,18.84,3,0,7.9128
2928,CA-2017-158106,04/06/2017,10/06/2017,CT-11995,OFF-AR-10002255-1-1,307,4,8.64,3,0,2.5056
2929,US-2017-120390,19/10/2017,26/10/2017,TH-21550,OFF-BI-10004995-3-1,110,4,1633.188,4,0.7,-1306.5504
2930,CA-2017-143434,18/11/2017,24/11/2017,ME-17320,FUR-FU-10002597-3-1,274,4,19.76,4,0,8.2992
2931,CA-2015-168564,08/08/2015,08/08/2015,TT-21220,OFF-BI-10004970-1-1,577,2,6.608,2,0.2,2.2302
2932,CA-2015-168564,08/08/2015,08/08/2015,TT-21220,OFF-BI-10002557-1-1,577,2,7.28,2,0.2,2.73
2933,CA-2015-168564,08/08/2015,08/08/2015,TT-21220,FUR-CH-10000785-1-1,577,2,144.784,1,0.2,10.8588
2934,US-2016-169040,06/12/2016,12/12/2016,GT-14710,TEC-PH-10002310-1-1,621,4,156.792,1,0.2,13.7193
2935,US-2016-169040,06/12/2016,12/12/2016,GT-14710,TEC-PH-10002834-1-1,621,4,431.976,3,0.2,26.9985
2936,US-2016-169040,06/12/2016,12/12/2016,GT-14710,OFF-EN-10000927-1-1,621,4,35.89,1,0,16.1505
2937,US-2016-169040,06/12/2016,12/12/2016,GT-14710,OFF-BI-10001636-1-1,621,4,47.208,7,0.2,15.3426
2938,US-2016-169040,06/12/2016,12/12/2016,GT-14710,OFF-PA-10001736-1-1,621,4,248.08,7,0,116.5976
2939,US-2016-169040,06/12/2016,12/12/2016,GT-14710,OFF-PA-10000482-1-1,621,4,189.7,5,0,89.159
2940,US-2016-169040,06/12/2016,12/12/2016,GT-14710,OFF-BI-10001658-1-1,621,4,59.808,3,0.2,19.4376
2941,CA-2017-155880,25/03/2017,31/03/2017,JD-16150,FUR-CH-10000422-2-1,293,4,90.99,1,0,14.5584
2942,CA-2017-155880,25/03/2017,31/03/2017,JD-16150,FUR-CH-10004675-2-1,293,4,1526.56,7,0,427.4368
2943,CA-2017-155880,25/03/2017,31/03/2017,JD-16150,FUR-CH-10002880-2-1,293,4,368.97,3,0,40.5867
2944,CA-2017-126242,19/11/2017,24/11/2017,MC-18100,OFF-ST-10000675-1-1,520,4,305.01,9,0,76.2525
2945,CA-2017-126242,19/11/2017,24/11/2017,MC-18100,FUR-FU-10002685-1-1,520,4,18.7,1,0,7.106
2946,CA-2016-166443,04/11/2016,05/11/2016,LH-17020,FUR-FU-10004020-1-1,579,1,38.29,7,0,16.4647
2947,CA-2017-169859,14/12/2017,18/12/2017,MP-18175,FUR-FU-10004963-3-1,539,4,26.25,3,0,11.025
2948,CA-2017-169859,14/12/2017,18/12/2017,MP-18175,OFF-BI-10000174-3-1,539,4,64.96,14,0.2,22.736
2949,CA-2017-169859,14/12/2017,18/12/2017,MP-18175,OFF-EN-10000461-3-1,539,4,43.7,5,0,20.539
2950,CA-2017-134915,12/11/2017,12/11/2017,EM-14140,TEC-AC-10001266-3-1,496,2,41.6,4,0.2,13
2951,CA-2017-134915,12/11/2017,12/11/2017,EM-14140,OFF-PA-10002160-3-1,496,2,23.12,5,0.2,8.381
2952,CA-2017-134915,12/11/2017,12/11/2017,EM-14140,FUR-CH-10004875-3-1,496,2,113.888,2,0.2,9.9652
2953,CA-2017-134915,12/11/2017,12/11/2017,EM-14140,FUR-FU-10000305-3-1,496,2,113.568,2,0.2,-5.6784
2954,CA-2017-134915,12/11/2017,12/11/2017,EM-14140,TEC-PH-10000347-3-1,496,2,7.92,2,0.2,0.693
2955,CA-2017-134915,12/11/2017,12/11/2017,EM-14140,TEC-PH-10001459-3-1,496,2,671.984,2,0.2,50.3988
2956,CA-2016-153353,18/08/2016,24/08/2016,GG-14650,TEC-PH-10000439-2-1,56,4,39.99,1,0,11.5971
2957,CA-2017-123638,27/06/2017,04/07/2017,MA-17995,FUR-CH-10002647-3-1,69,4,191.646,3,0.1,31.941
2958,CA-2017-168900,04/05/2017,09/05/2017,SH-20395,OFF-BI-10003910-1-1,242,4,2.313,1,0.7,-1.9275
2959,CA-2015-158456,24/12/2015,29/12/2015,KT-16465,OFF-BI-10001097-1-1,517,4,19.936,4,0.2,7.2268
2960,CA-2015-158456,24/12/2015,29/12/2015,KT-16465,OFF-FA-10004854-1-1,517,4,45.92,4,0,21.5824
2961,CA-2017-143665,26/04/2017,01/05/2017,PO-19180,OFF-PA-10003673-3-1,622,4,20.34,3,0,9.3564
2962,CA-2017-143665,26/04/2017,01/05/2017,PO-19180,OFF-LA-10002034-3-1,622,4,39.28,8,0,19.2472
2963,CA-2017-137428,16/12/2017,21/12/2017,AY-10555,FUR-CH-10002774-2-1,542,3,81.568,2,0.2,9.1764
2964,CA-2017-137428,16/12/2017,21/12/2017,AY-10555,FUR-CH-10003817-2-1,542,3,97.184,2,0.2,6.074
2965,CA-2017-137428,16/12/2017,21/12/2017,AY-10555,OFF-BI-10002949-2-1,542,3,24.32,5,0.2,8.208
2966,CA-2017-137428,16/12/2017,21/12/2017,AY-10555,FUR-FU-10002445-2-1,542,3,18.96,2,0,7.584
2967,CA-2014-162866,27/12/2014,31/12/2014,Co-12640,FUR-FU-10001473-1-1,330,4,32.952,6,0.6,-19.7712
2968,CA-2014-162866,27/12/2014,31/12/2014,Co-12640,OFF-ST-10002562-1-1,330,4,30.016,4,0.2,3.0016
2969,CA-2017-167941,06/11/2017,09/11/2017,JF-15565,OFF-AP-10002118-1-1,124,3,499.584,3,0.2,43.7136
2970,CA-2017-167941,06/11/2017,09/11/2017,JF-15565,OFF-PA-10001800-1-1,124,3,31.104,6,0.2,10.8864
2971,CA-2017-167941,06/11/2017,09/11/2017,JF-15565,OFF-BI-10002827-1-1,124,3,13.272,8,0.7,-10.6176
2972,CA-2017-167941,06/11/2017,09/11/2017,JF-15565,FUR-FU-10004671-1-1,124,3,28.272,2,0.2,6.3612
2973,CA-2017-167941,06/11/2017,09/11/2017,JF-15565,OFF-ST-10000736-1-1,124,3,259.136,4,0.2,-51.8272
2974,CA-2017-111808,16/12/2017,20/12/2017,AR-10510,OFF-BI-10004656-1-1,396,4,10.8,5,0,5.184
2975,CA-2015-137512,07/05/2015,12/05/2015,AG-10675,FUR-TA-10001095-1-1,398,4,244.006,2,0.3,-31.3722
2976,CA-2015-137512,07/05/2015,12/05/2015,AG-10675,OFF-PA-10000213-1-1,398,4,15.936,4,0.2,5.3784
2977,CA-2017-139773,04/12/2017,04/12/2017,DV-13045,FUR-CH-10001797-2-1,83,2,188.552,7,0.3,-2.6936
2978,CA-2017-134607,03/10/2017,08/10/2017,HL-15040,OFF-ST-10002214-1-1,72,3,22.58,2,0,5.8708
2979,CA-2014-109232,13/01/2014,16/01/2014,ND-18370,FUR-CH-10000422-1-1,131,3,545.94,6,0,87.3504
2980,CA-2015-139850,12/06/2015,17/06/2015,GB-14575,OFF-PA-10003848-1-1,81,4,20.736,4,0.2,7.2576
2981,CA-2015-139850,12/06/2015,17/06/2015,GB-14575,FUR-FU-10003623-1-1,81,4,43.296,2,0.2,4.3296
2982,CA-2014-131310,12/07/2014,18/07/2014,CL-12565,FUR-CH-10001797-1-1,622,4,123.136,4,0.2,13.8528
2983,CA-2014-131310,12/07/2014,18/07/2014,CL-12565,OFF-BI-10003094-1-1,622,4,11.264,4,0.2,3.8016
2984,US-2014-112872,06/12/2014,11/12/2014,RC-19960,OFF-ST-10002205-1-1,610,3,53.424,3,0.2,4.6746
2985,US-2014-112872,06/12/2014,11/12/2014,RC-19960,FUR-TA-10003238-1-1,610,3,275.49,1,0.5,-170.8038
2986,CA-2016-139269,25/05/2016,30/05/2016,JB-16045,FUR-FU-10000755-3-1,145,4,24.96,4,0,6.24
2987,CA-2016-139269,25/05/2016,30/05/2016,JB-16045,OFF-PA-10002893-3-1,145,4,19.36,2,0,9.2928
2988,CA-2016-139269,25/05/2016,30/05/2016,JB-16045,OFF-ST-10000689-3-1,145,4,1267.65,9,0,152.118
2989,CA-2016-139010,21/02/2016,26/02/2016,MC-17635,TEC-AC-10004227-2-1,517,3,12.99,1,0,0.7794
2990,CA-2016-139010,21/02/2016,26/02/2016,MC-17635,OFF-BI-10000174-2-1,517,3,18.56,4,0.2,6.496
2991,CA-2016-139010,21/02/2016,26/02/2016,MC-17635,OFF-ST-10001809-2-1,517,3,449.15,5,0,8.983
2992,CA-2016-139010,21/02/2016,26/02/2016,MC-17635,OFF-BI-10002309-2-1,517,3,31.248,7,0.2,10.9368
2993,CA-2016-134376,02/10/2016,06/10/2016,TT-21265,OFF-AP-10004532-2-1,55,4,61.44,3,0,16.5888
2994,CA-2017-147291,11/03/2017,17/03/2017,MJ-17740,OFF-BI-10003091-1-1,269,4,895.92,4,0,421.0824
2995,CA-2016-112893,09/09/2016,13/09/2016,AT-10735,OFF-BI-10004654-1-1,592,3,55.36,4,0.2,18.684
2996,US-2014-150532,14/07/2014,21/07/2014,PB-19150,OFF-ST-10000760-1-1,490,4,55.92,5,0.2,6.291
2997,CA-2014-138317,21/06/2014,25/06/2014,NW-18400,OFF-EN-10001539-1-1,80,4,24.896,4,0.2,8.4024
2998,CA-2014-138317,21/06/2014,25/06/2014,NW-18400,FUR-FU-10000550-1-1,80,4,3.984,1,0.2,0.6474
2999,CA-2014-138317,21/06/2014,25/06/2014,NW-18400,TEC-AC-10003628-1-1,80,4,95.968,4,0.2,28.7904
3000,CA-2014-138317,21/06/2014,25/06/2014,NW-18400,TEC-MA-10004521-1-1,80,4,206.991,3,0.7,-172.4925
3001,CA-2014-138317,21/06/2014,25/06/2014,NW-18400,OFF-AP-10003860-1-1,80,4,44.416,2,0.2,3.8864
3002,CA-2014-138317,21/06/2014,25/06/2014,NW-18400,OFF-BI-10000069-1-1,80,4,9.006,2,0.7,-7.2048
3003,CA-2015-130610,05/07/2015,10/07/2015,VP-21730,OFF-BI-10003655-3-1,273,4,19,5,0,8.93
3004,CA-2017-104381,16/12/2017,23/12/2017,RD-19810,OFF-BI-10001628-3-1,72,4,33.376,4,0.2,10.43
3005,CA-2016-131499,08/09/2016,10/09/2016,MG-17875,OFF-AP-10003779-3-1,54,1,207.48,1,0,62.244
3006,CA-2014-148761,17/05/2014,21/05/2014,PA-19060,OFF-BI-10000666-3-1,299,4,91.68,3,0,45.84
3007,CA-2017-116519,13/10/2017,15/10/2017,CR-12730,OFF-AP-10000828-1-1,53,1,904.9,5,0,253.372
3008,CA-2014-130729,24/10/2014,29/10/2014,AA-10375,OFF-BI-10002706-1-1,532,4,34.272,3,0.2,11.1384
3009,CA-2016-124772,05/12/2016,06/12/2016,JG-15160,FUR-FU-10004748-1-1,215,1,191.82,3,0,74.8098
3010,CA-2016-115525,25/07/2016,29/07/2016,RR-19525,OFF-AP-10000026-2-1,226,4,243.88,5,0.2,27.4365
3011,CA-2017-134845,17/04/2017,23/04/2017,SR-20425,OFF-BI-10000773-3-1,461,4,12.03,5,0.7,-9.223
3012,CA-2017-134845,17/04/2017,23/04/2017,SR-20425,TEC-MA-10000822-3-1,461,4,2549.985,5,0.7,-3399.98
3013,CA-2017-134845,17/04/2017,23/04/2017,SR-20425,OFF-BI-10001543-3-1,461,4,21.594,2,0.7,-15.8356
3014,CA-2017-134845,17/04/2017,23/04/2017,SR-20425,OFF-BI-10003355-3-1,461,4,8.964,6,0.7,-6.5736
3015,CA-2017-134845,17/04/2017,23/04/2017,SR-20425,OFF-PA-10002005-3-1,461,4,20.736,4,0.2,7.2576
3016,US-2015-138919,17/09/2015,21/09/2015,LS-16975,FUR-TA-10004154-3-1,56,4,344.22,2,0.4,-103.266
3017,US-2016-160528,23/08/2016,30/08/2016,MH-18115,OFF-ST-10002743-3-1,448,4,727.296,8,0.2,-172.7328
3018,US-2016-160528,23/08/2016,30/08/2016,MH-18115,FUR-FU-10004973-3-1,448,4,22.608,3,0.6,-10.1736
3019,US-2016-160528,23/08/2016,30/08/2016,MH-18115,TEC-AC-10002842-3-1,448,4,666.4,7,0.2,-33.32
3020,CA-2015-123568,08/11/2015,14/11/2015,SC-20095,OFF-FA-10002701-1-1,485,4,5.04,3,0,0.2016
3021,CA-2015-123568,08/11/2015,14/11/2015,SC-20095,OFF-PA-10001125-1-1,485,4,92.94,3,0,41.823
3022,CA-2015-123568,08/11/2015,14/11/2015,SC-20095,FUR-FU-10004090-1-1,485,4,66.69,3,0,22.0077
3023,CA-2015-123568,08/11/2015,14/11/2015,SC-20095,OFF-BI-10001510-1-1,485,4,91.68,5,0.2,28.65
3024,CA-2017-124674,17/11/2017,23/11/2017,JB-16000,FUR-BO-10002202-1-1,445,4,327.7328,2,0.32,-14.4588
3025,CA-2015-164441,08/11/2015,13/11/2015,AC-10450,OFF-BI-10001922-1-1,54,4,52.272,11,0.2,17.6418
3026,CA-2015-164441,08/11/2015,13/11/2015,AC-10450,OFF-PA-10001667-1-1,54,4,17.94,3,0,8.073
3027,CA-2017-169054,22/04/2017,26/04/2017,MO-17800,FUR-FU-10001488-3-1,82,4,254.352,3,0.2,0
3028,CA-2014-106719,24/08/2014,24/08/2014,RB-19645,OFF-BI-10002799-2-1,319,2,8.288,2,0.2,2.6936
3029,CA-2017-116855,17/12/2017,21/12/2017,AI-10855,FUR-CH-10003846-1-1,103,4,504.9,5,0,80.784
3030,US-2016-164189,24/03/2016,28/03/2016,DR-12880,TEC-PH-10003691-2-1,604,4,403.168,4,0.2,25.198
3031,CA-2015-168480,21/09/2015,27/09/2015,DM-12955,FUR-BO-10000468-2-1,263,4,194.32,4,0,31.0912
3032,CA-2015-168480,21/09/2015,27/09/2015,DM-12955,OFF-AR-10001044-2-1,263,4,25.99,1,0,7.5371
3033,US-2016-114293,21/11/2016,26/11/2016,JH-16180,FUR-CH-10003833-1-1,604,4,195.136,4,0.2,-12.196
3034,CA-2017-134173,16/09/2017,21/09/2017,AB-10060,OFF-PA-10004355-3-1,83,4,20.736,4,0.2,7.2576
3035,US-2015-123960,11/06/2015,16/06/2015,BD-11605,TEC-AC-10003038-1-1,381,4,53.7,6,0,10.203
3036,US-2015-123960,11/06/2015,16/06/2015,BD-11605,OFF-BI-10002799-1-1,381,4,36.26,7,0,16.6796
3037,US-2015-123960,11/06/2015,16/06/2015,BD-11605,OFF-AR-10003582-1-1,381,4,56.3,2,0,15.764
3038,US-2015-123960,11/06/2015,16/06/2015,BD-11605,OFF-PA-10004451-1-1,381,4,32.4,5,0,15.552
3039,US-2015-123960,11/06/2015,16/06/2015,BD-11605,FUR-FU-10004666-1-1,381,4,29.16,2,0,10.7892
